"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"146171","146171","115.2011","115.2011","Boxing","Grigorescu Ion","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Grigorescu_Ion---Boxing---115_2011---146171","Yes","1","Yes","115.2011.DG"
"120610","","1329.1999","","Rocking the Great Walls","Huey Victor","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Huey_Victor---Rocking_the_Great_Walls---1329.1999---120610","Yes","2","No",""
"119308","119308","576.2008","576.2008","The Love Story","Kugimiya Yui","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kugimaya_Yui---TheLoveStory---576.2008---119308","Yes","2","Yes","576.2008.DG"
"147852","147852","503.2011","503.2011","The Leading Role","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---TheLeadingRole---503_2011---147852","Yes","2","Yes","503.2011.DG"
"118616","","3506.2005.1","","East Broadway & Market Street, from 19 Rainstorms","Goldberg Neil","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Goldberg_Neil---East_Broadway_&_Market_Street,_from_19_Rainstorms---3506.2005.1---118616","Yes","2","No",""
"128473","128473","369.2009","369.2009","Stop, Repair, Prepare: Variations on Ode to Joy for a Prepared Piano, No.1","Allora Jennifer","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Allora_Jennifer---StopRepairPrepare---369_2009---128473","Yes","21","Yes","339.2009.DG"
"130237","130237","207.2007.4","207.2007.4","Caracoles","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---Caracoles---207_2007_4---130237","Yes","1","Yes","207.2007.4.DG"
"130235","130235","207.2007.2","207.2007.2","Perro y Pelota","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---PerroyPelota---207_2007_2---130235","Yes","1","Yes","207.2007.2.DG"
"130236","130236","207.2007.3","207.2007.3","Maqueta","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---Maqueta---207_2007_3---130236","Yes","1","Yes","207.2007.3.DG"
"147841","147841","492.2011","492.2011","Industry and Photography","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---IndustryandPhotography---492_2011---147841","Yes","2","Yes","492.2011.DG"
"126288","126288","55.2009.3","55.2009.3","The flag left on the moon is perhaps the most expensive piece of fabric in the universe","Dekyndt Edith","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Dekyndt_Edith---Flag_left_on_the_moon---55.2009.3---126288","Yes","1","Yes","55.2009.3.DG"
"147871","147871","520.2011","520.2011","Comparison via a Third","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---ComparisonviaaThird---520_2011---147871","Yes","2","Yes","520.2011.DG"
"149431","149431","513.2011.1","513.2011.1","Eye/Machine I","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---EyeMachineI---513_2011_1---149431","Yes","6","Yes","513.2011.1.DG"
"149433","149433","513.2011.3","513.2011.3","Eye/Machine III","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---EyeMachineIII---513_2011_3---149433","Yes","4","Yes","513.2011.3.DG"
"147850","147850","500.2011","500.2011","What's Up?","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---WhatsUp---500_2011---147850","Yes","2","Yes","500.2011.DG"
"147870","147870","521.2011","521.2011","Transmission","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---Transmission---521_2011---147870","Yes","2","Yes","521.2011.DG"
"146179","146179","122.2011","122.2011","Reconstructions 1952-76","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---Reconstructions1952-1976---122_2011---146179","Yes","2","Yes","122.2011.DG"
"146182","146182","125.2011","125.2011","Meeting Point","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---MeetingPoint---125_2011---146182","Yes","2","Yes","125.2011.DG"
"146181","146181","124.2011","124.2011","Make Up - Make Down","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---MakeUp-MakeDown---124_2011---146181","Yes","2","Yes","124.2011.DG"
"146185","146185","128.2011","128.2011","No End","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---NoEnd---128_2011---146185","Yes","2","Yes","128.2011.DG"
"146175","146175","118.2011","118.2011","Gledanje u. (Looking at)","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---GledanjeuLookingAt---118_2011---146175","Yes","2","Yes","118.2011.DG"
"143751","","1.2011","","Official Welcome","Fraser Andrea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fraser_Andrea---Official_Welcome---1.2011---143751","Yes","1","No",""
"143752","143752","2.2011","2.2011","Soldadera  (Scenes from  Un Banquete en Tetlapayac, a film by Olivier Debroise)","Fraser Andrea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fraser_Andrea---Soldadera---2.2011---143752","Yes","2","Yes","2.2011.DG"
"143766","143766","10.2011","10.2011","The Public Life of Art: The Museum","Fraser Andrea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fraser_Andrea---The_Public_Life_of_Art_The_Museum---10.2011---143766","Yes","1","Yes","10.2011.DG"
"143762","143762","6.2011","6.2011","Una Introducció a la Fundació Tàpies (An Introduction to The Antoni Tàpies Foundation)","Fraser Andrea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fraser_Andrea---Una_Introducció_a_la_Fundació_Tàpies_(An_Introduction_to_The_Antoni_Tàpies_Foundation)---6.2011---143762","Yes","1","Yes","6.2011.DG"
"107472","107472","483.1985","483.1985","Rock My Religion","Graham Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Graham_Dan---Rock_My_Religion---483.1985---107472","Yes","1","Yes","483.1985.DG"
"120375","120375","363.1989","363.1989","Inside Life Outside","Hamada Sachiko","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hamada_Sachiko---Inside_Life_Outside---363.1989---120375","Yes","1","Yes","363.1989.DG"
"120288","120288","421.1991","421.1991","Eating Jaffe TV","Hammann Barbara","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hammann_Barbara---Eating_Jaffe_TV---421.1991---120288","Yes","1","Yes","421.1991.DG"
"120373","","700.1990","","Nude Narrative","Hocking Ralph","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hocking_Ralph---Nude_Narratives---700.1990---120373","Yes","1","No",""
"120262","120262","472.1988","472.1988","Nostos: I","Kuntzel Thierry","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kuntzel_Thierry---Nostos_I---472.1988---120262","Yes","1","Yes","472.1988.DG"
"120297","120297","658.1997","658.1997","The Aroma of Enchantment","Lord Chip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Lord_Chip---The_Aroma_of_Enchantment---658.1997---120297","Yes","1","Yes","658.1997.DG"
"159784","159784","580.2012","580.2012","54 Days this Winter 36 Days this Spring for 18 Minutes","Leventhal Dani","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Leventhal_Dani---54_Days_this_Winter_36_Days_this_Spring_for_18_Minutes---580.2012---159784","Yes","1","Yes","580.2012.DG"
"120249","120249","818.2006","818.2006","Paris","Maskalev Roman","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Maskalev_Roman---Paris---818.2006---120249","Yes","1","Yes","818.2006.DG"
"120622","120622","1287.1979","1287.1979","Mona Lisa","Matsumoto Toshio","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Matsumoto_Toshio---Mona_Lisa---1287.1979---120622","Yes","1","Yes","1287.1979.DG"
"98724","98724","537.2004","537.2004","Deadpan","McQueen Steve","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/McQueen_Steve---Deadpan---537.2004---98724","Yes","1","Yes","537.2004.DG"
"120163","120163","475.1988","475.1988","Auld Lang Syne","Melnyck Doug","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Melnyck_Doug---Auld_Lang_Syne---475.1988---120163","Yes","2","Yes","475.1988.DG"
"100118","100118","637.2005","637.2005","Train","Michaels Oliver","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Michaels_Oliver---Train---637.2005---100118","Yes","1","Yes","637.2005.DG"
"107660","107660","571.1984","571.1984","Mitchell's Death","Montano Linda","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Montano_Linda---Mitchell's_Death---571.1984---107660","Yes","1","Yes","571.1984.DG"
"160101","160101","622.2012","622.2012","Flesh to White to Black to Flesh","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Flesh_to_White_to_Black_to_Flesh---622.2012---160101","Yes","1","Yes","622.2012.DG"
"107669","107669","445.1975","445.1975","Lip Sync","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Lip_Sync---445.1975---107669","Yes","1","Yes","445.1975.DG"
"120629","120629","894.1995","894.1995","Revolving Upside Down","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Revolving_Upside_Down---894.1995---120629","Yes","1","Yes","894.1995.DG"
"120217","120217","895.1995","895.1995","Stamping in the Studio","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Stamping_in_the_Studio---895.1995---120217","Yes","1","Yes","895.1995.DG"
"120602","120602","479.1988","479.1988","The Clarks","New Orleans Video Access Center","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/New_Orleans_Video_Access_Center---The_Clarks---479.1988---120602","Yes","1","Yes","479.1988.DG"
"120361","120361","738.1994","738.1994","The Story of the Lost Ship in Palmer Sea","Olhagaray Nestor","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Olhagaray_Nestor---The_Story_of_the_Lost_Ship_in_Palmer_Sea---738.1994---120361","Yes","1","Yes","738.1994.DG"
"161096","161096","624.2012.1-5","624.2012.1-5","Five Easy Pieces","Rainer Yvonne","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rainer_Yvonne---Five_Easy_Pieces---624.2012.1-5---161096","Yes","1","Yes","624.2012.1-5.DG"
"119867","119867","625.2012","625.2012","Trio A","Rainer Yvonne","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ranier_Yvonne---Trio_A---625.2012---119867","Yes","1","Yes","625.2012.DG"
"120252","120252","382.2010","382.2010","Anthem","Riggs Marlon","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Riggs_Marlon---Anthem---382.2010---120252","Yes","1","Yes","382.2010.DG"
"107709","107709","424.1991","424.1991","Tongues Untied","Riggs Marlon","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Riggs_Marlon---Tongues_Untied---424.1991---107709","Yes","1","Yes","424.1991.DG"
"160102","160102","623.2012","623.2012","Wall/Floor Positions","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Wall:Floor_Positions---623.2012---160102","Yes","1","Yes","623.2012.DG"
"159785","159785","581.2012","581.2012","A Budding Gourmet","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---A_Budding_Gourmet---581.2012---159785","Yes","1","Yes","581.2012.DG"
"159793","159793","588.2012","588.2012","Domination and the Everyday","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Domination_and_the_Everyday---588.2012---159793","Yes","1","Yes","588.2012.DG"
"159800","159800","594.2012","594.2012","Fascination with the (Game of the) Exploding (Historical) Hollow Leg","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Fascination_with_the_(Game_of_the)_Exploding_(Historical)_Hollow_Leg---594.2012---159800","Yes","1","Yes","594.2012.DG"
"159789","159789","584.2012","584.2012","From the PTA, the High School, and the City of Del Mar","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---From_the_PTA,_the_High_School,_and_the_City_of_Del_Mar---584.2012---159789","Yes","1","Yes","584.2012.DG"
"159794","159794","589.2012","589.2012","Secrets from the Streets: No Disclosure","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Secrets_from_the_Streets_No_Disclosure---589.2012---159794","Yes","1","Yes","589.2012.DG"
"159788","159788","583.2012","583.2012","Semiotics of the Kitchen","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Semiotics_of_the_Kitchen---583.2012---159788","Yes","1","Yes","583.2012.DG"
"159801","159801","595.2012","595.2012","If It's Too Bad to Be True, It Could Be DISINFORMATION","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---If_It's_Too_Bad_to_Be_True,_It_Could_Be_DISINFORMATION---595.2012---159801","Yes","1","Yes","595.2012.DG"
"159804","159804","597.2012","597.2012","In the Place of the Public: Airport Series","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---In_the_Place_of_the_Public_Airport_Series---597.2012---159804","Yes","2","Yes","597.2012.DG"
"159790","159790","585.2012","585.2012","Losing: A Conversation with the Parents","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Losing_A_Conversation_with_the_Parents---585.2012---159790","Yes","1","Yes","585.2012.DG"
"159797","159797","591.2012","591.2012","Optimisim/Pessimism: Constructing a Life","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Optimism:Pessimism---591.2012---159797","Yes","1","Yes","591.2012.DG"
"159786","159786","582.2012","582.2012","Super-8 Shorts: Backyard Economy I, Backyard Economy II (Diane Germaine mowing), Flower Fields","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Super-8_Shorts_Backyard_Economy_I,_Backyard_Economy_II_(Diane_Germaine_mowing),_Flower_Fields---582.2012---159786","Yes","1","Yes","582.2012.DG"
"120308","120308","719.1981","719.1981","Wandawega Waters","Sandin Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sandin_Dan---Wandawega_Waters---719.1981---120308","Yes","4","Yes","719.1981.DG"
"122308","","482.1982","","Seven from Three for Go","Scarritt Alan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Scarritt_Alan---Seven_from_Three_for_Go---482.1982---122308","Yes","1","No",""
"118300","118300","721.1981","721.1981","Frank: A Vietnam Veteran","Simon Fred","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Simon_Fred---Frank_A_Vietnam_Veteran---721.1981---118300","Yes","1","Yes","721.1981.DG"
"120232","120232","483.1982","483.1982","Trim Subdivisions","Snyder Bob","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Snyder_Bob---Trim_Subdivisions---483.1982---120232","Yes","1","Yes","483.1982.DG"
"88841","88841","722.1981","722.1981","Meta-Mayan II","Vélez Edin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Velez_Edin---Meta-Mayan_II---722.1981---88841","Yes","1","Yes","722.1981.DG"
"89506","89506","723.1981","723.1981","Chott el-Djerid","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---Chott_el-Djerid---723.1981---89506","Yes","1","Yes","723.1981.DG"
"94791","94791","485.1982","485.1982","Hatsu-Yume (First Dream)","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---Hatsu_Yume---485.1982---94791","Yes","0","Yes","485.1982.DG"
"118326","118326","549.1992","549.1992","The Passing","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---The_Passing---549.1992---118326","Yes","1","Yes","549.1992.DG"
"161102","161102","629.2012","629.2012","Divertissement","West Franz","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/West_Franz---Divertissement---629.2012---161102","Yes","1","Yes","629.2012.DG"
"118611","118611","560.2004","560.2004","Device","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Device---560.2004---118611","Yes","1","Yes","560.2004.DG"
"126290","126290","55.2009.2","55.2009.2","One Second of Silence (Part 01, New York, 2008)","Dekyndt Edith","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Dekyndt_Edith---One_Second_Silence---55.2009.2---126290","Yes","1","Yes","55.2009.2.DG"
"118303","118303","420.1991","420.1991","Sobre a Arte (On Art)","Geiger Anna Bella","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Geiger_Anna_Bella---SobreaArte---420.1991---118303","Yes","1","Yes","420.1991.DG"
"122008","122008","1156.2008.1-243","1156.2008.1-243","Waiting for Godot","Chan Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chan_Paul---WaitingforGodot---1156.2008.1-243---122008","Yes","33","Yes","1156.2008.1-243.DG"
"120445","120445","1643.2000.1-3","1643.2000.1-3","Nine Years Later","Beck Robert","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Beck_Robert---NineYearsLater---1643.2000.1-3---120445","Yes","1","Yes","1643.2000.1-3.DG"
"110989","110989","1162.2007","1162.2007","Deeparture","Cantor Mircea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cantor_Mircea---Deeparture---1162.2007---110989","Yes","1","Yes","1162.2007.DG"
"107464","","1323.1999","","Test Tube","General Idea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/General_Idea---Test_Tube---1323.1999---107464","Yes","1","No",""
"129992","129992","CT25","CT25","New Video: Japan,  Program 4, pt. 1","Nagata Osamu","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nagata_Osamu---New_Video_Japan,__Program_4,_pt._1---CT25---129992","Yes","1","Yes","CT25.DG"
"173989","","875.2013","","10 Days","Brisley Stuart","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Brisley_Stuart---10_Days---875.2013---173989","Yes","4","No",""
"118377","118377","893.1995","893.1995","Bouncing in the Corner, No. 1","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Bouncing_in_the_Corner_no_1---893.1995---118377","Yes","1","Yes","893.1995.DG"
"118213","118213","706.1981","706.1981","El Corandero","Gorewitz Shalom","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gorewitz_Shalom---ElCorandero---706_1981---118213","Yes","1","Yes","706.1981.DG"
"120233","120233","1645.2000","1645.2000","Moby Dick","Ben-Ner Guy","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ben-Ner_Guy---Moby_Dick---1645.2000---120233","Yes","1","Yes","1645.2000.DG"
"142928","142928","17.2011.a-b","17.2011.a-b","A Fire in My Belly (Film in Progress) and A Fire in My Belly Excerpt","Wojnarowicz David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wojnarowicz---David_AFireinMyBelly---17_2011_a-b---142928","Yes","1","Yes","17.2011.DG"
"118511","118511","1344.1999","1344.1999","Bruner'$ Trial","Stolpovskaya Olga","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Stolpovskaya_Olga---Bruner'$_Trial---1344.1999---118511","Yes","1","Yes","1344.1999.DG"
"147842","147842","493.2011","493.2011","Before Your Eyes: Vietnam","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---BeforeYourEyesVietnam---493_2011---147842","Yes","1","Yes","493.2011.DG"
"159759","159759","570.2012","570.2012","Lynn Turning Into Roberta","Hershman Leeson Lynn","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hershman_Lynn---LynnTurningintoRoberta---570_2012---159759","Yes","24","Yes","570.2012.DG"
"120215","120215","896.1995","896.1995","Bouncing in the Corner, No. 2: Upside Down","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Bouncing_in_the_Corner_no_2_Upside_Down---896.1995---120215","Yes","1","Yes","896.1995.DG"
"111012","","450.2007","","Preparing the Flute","Kentridge William","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kentridge_William---Preparing_the_Flute---450.2007---111012","Yes","2","No",""
"159802","159802","596.2012","596.2012","Born to be Sold: Martha Rosler Reads the Strange Case of Baby S/M or $M","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Born_to_be_Sold_Martha_Rosler_Reads_The_Strange_Case_of_Baby_S:M_or_$M---596.2012---159802","Yes","1","Yes","596.2012.DG"
"118839","118839","570.2008","570.2008","Nanofania","Guimarães Cao","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Guimaraes_Cao---Nanofania---570_2008---118839","Yes","12","Yes","570.2008.DG"
"159762","159762","572.2012","572.2012","Seduction of a Cyborg","Hershman Leeson Lynn","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hershman_Lynn---SeductionofaCyborg---572_2012---159762","Yes","24","Yes","572.2012.DG"
"126286","126286","70.2009","70.2009","Nummer acht, everything is going to be alright","van der Werve Guido","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Werve_Guido_van_der---Nummer_acht,_everything_is_going_to_be_alright---70.2009---126286","Yes","1","Yes","70.2009.DG"
"167216","","635.2013","","Earthcake","Brătescu Geta","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bratescu_Geta---Earthcake---635.2013---167216","Yes","0","No",""
"118224","118224","1134.1983","1134.1983","Reasons for Knocking at an Empty House","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---Reasons_for_Knocking_at_an_Empty_House---1134.1983---118224","Yes","1","Yes","1134.1983.DG"
"110988","110988","1159.2007","1159.2007","Panning Annex (Albert)","Albenda Ricci","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Albenda_Ricci---PanningAnnex---1159_2007---110988","Yes","15","Yes","1159.2007.DG"
"149432","149432","513.2011.2","513.2011.2","Eye/Machine II","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---EyeMachineII---513_2011_2---149432","Yes","4","Yes","513.2011.2.DG"
"175258","","1206.2013.1","","Manifestos 2","Gaines Charles","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gaines_Charles---Manifestos_2---1206.2013.1---175258","Yes","782","No",""
"161099","161099","626.2012","626.2012","After Many a Summer Dies the Swan: Hybrid","Rainer Yvonne","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rainer_Yvonne---After_Many_a_Summer_Dies_the_Swan_Hybrid---626.2012---161099","Yes","1","Yes","626.2012.DG"
"131027","131027","1647.2009","1647.2009","Perpetual ZOOZ (Madonna and Child)","Grey Michael Joaquin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Grey_Michael---PerpetualZOOZ---1647_2009---131027","Yes","7899","Yes","1647.2009.DG"
"120242","120242","1673.2000","1673.2000","Crush","Henricks Nelson","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Henricks_Nelson---Crush---1673.2000---120242","Yes","1","Yes","1673.2000.DG"
"147856","147856","507.2011","507.2011","The Interview","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---TheInterview---507_2011---147856","Yes","2","Yes","507.2011.DG"
"159712","159712","554.2012","554.2012","Body Politics","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Body_Politics---554.2012---159712","Yes","2","Yes","554.2012.DG"
"159676","159676","547.2012","547.2012","Cuts/Elements of Perception","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Cuts:Elements_of_Perception---547.2012---159676","Yes","2","Yes","547.2012.DG"
"130138","","CT107","","Selections from the Video Archives - Program 1","Campus Peter","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Campus_Peter---Selections_from_the_Video_Archives_-_Program_1---CT107---130138","Yes","1","No",""
"94791","94791","485.1982","485.1982","Hatsu-Yume (First Dream)","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---Hatsu-Yume_(First_Dream)---485.1982---94791","Yes","1","Yes","485.1982.DG"
"130398","130398","208.2007.2","208.2007.2","Bajada (Going down)","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---WhenFaithMovesMountainsBajada---208_2007_2---130398","Yes","2","Yes","208.2007.2.DG"
"159795","159795","590.2012","590.2012","Martha Rosler Reads Vogue","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Martha_Rosler_Reads_Vogue---590.2012---159795","Yes","1","Yes","590.2012.DG"
"159723","159723","560.2012","560.2012","Syntagma","EXPORT VALIE","Film","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Syntagma---560.2012---159723","Yes","2","Yes","560.2012.DG"
"120143","120143","544.1986","544.1986","The Recognition Construction XIII","Wada Morihiro","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wada_Morihiro---Recognition_Construction_XIII---544.1986---120143","Yes","1","Yes","544.1986.DG"
"120619","","548.1984","","The History of Physics","Dittborn Eugenio","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Dittborn_Eugenio---The_History_of_Physics---548.1984---120619","Yes","1","No",""
"146178","146178","121.2011","121.2011","Monument","Ivekovic Sanja","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ivekovic_Sanja---Monument---121.2011---146178","Yes","2","Yes","121.2011.DG"
"130001","130001","CT30","CT30","5 Dim/MIND/The Double","Feingold Ken","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fiengold_Ken---5DimMNDTheDouble---CT30---130001","Yes","1","Yes","CT30.DG"
"167260","167260","230.2013","230.2013","A First Quarter","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---A_First_Quarter---230.2013---167260","Yes","1","Yes","230.2013.DG"
